timestamp,mouseX,mouseY,mouseInTarget
1616776758073,610,120,1
1616776758079,613,121,1
1616776758082,616,122,1
1616776758088,619,124,1
1616776758094,623,125,1
1616776758097,626,127,1
1616776758103,629,128,1
1616776758109,632,130,1
1616776758112,635,131,1
1616776758118,639,133,1
1616776758124,642,135,1
1616776758127,645,136,1
1616776758133,648,138,1
1616776758139,651,140,1
1616776758142,654,142,1
1616776758148,657,144,1
1616776758154,659,146,1
1616776758157,662,149,1
1616776758163,665,151,1
1616776758169,668,153,1
1616776758172,671,155,1
1616776758178,673,158,1
1616776758184,676,160,1
1616776758187,679,162,1
1616776758193,682,165,1
1616776758199,684,168,1
1616776758203,687,170,1
1616776758208,689,173,1
1616776758214,692,175,1
1616776758217,694,178,1
1616776758224,697,181,1
1616776758227,699,184,1
1616776758232,702,186,1
1616776758238,704,189,1
1616776758243,707,192,1
1616776758247,709,195,1
1616776758253,711,197,1
1616776758257,714,200,1
1616776758262,716,203,1
1616776758268,718,207,1
1616776758272,720,210,1
1616776758277,722,213,1
1616776758283,724,216,1
1616776758286,726,220,1
1616776758292,728,223,1
1616776758298,730,226,1
1616776758303,731,230,1
1616776758307,733,233,1
1616776758313,735,237,1
1616776758317,736,240,1
1616776758322,738,244,1
1616776758328,739,247,1
1616776758332,741,251,1
1616776758337,742,254,1
1616776758343,743,258,1
1616776758346,745,262,1
1616776758352,746,266,1
1616776758358,747,269,1
1616776758361,748,273,1
1616776758367,749,277,1
1616776758373,750,281,1
1616776758376,751,285,1
1616776758382,752,289,1
1616776758388,753,293,1
1616776758392,753,297,1
1616776758397,754,301,1
1616776758402,755,305,1
1616776758407,755,309,1
1616776758412,756,313,1
1616776758415,756,317,1
1616776758423,756,321,1
1616776758427,756,326,1
1616776758431,756,330,1
1616776758436,756,334,1
1616776758442,756,339,1
1616776758446,756,343,1
1616776758452,756,347,1
1616776758457,756,351,1
1616776758462,755,356,1
1616776758466,755,360,1
1616776758472,754,364,1
1616776758475,753,368,1
1616776758483,753,373,1
1616776758487,752,377,1
1616776758491,751,381,1
1616776758496,750,385,1
1616776758502,748,389,1
1616776758505,747,394,1
1616776758512,746,398,1
1616776758517,744,402,1
1616776758521,742,406,1
1616776758526,741,410,1
1616776758532,739,415,1
1616776758536,737,419,1
1616776758542,735,423,1
1616776758547,733,427,1
1616776758552,730,431,1
1616776758556,728,435,1
1616776758562,725,439,1
1616776758565,723,443,1
1616776758572,720,447,1
1616776758577,717,451,1
1616776758582,715,455,1
1616776758586,712,459,1
1616776758595,706,466,1
1616776758603,703,470,1
1616776758605,700,473,1
1616776758611,697,477,1
1616776758616,693,480,1
1616776758620,690,483,1
1616776758625,687,487,1
